"idnum","uniq_id","pais","year","wave","nationality","estratopri","strata","upm","prov1t","ur1new","q1tb","q2","wt","weight1500","core_a_core_b","municipio1t","a4","covid2at","idio2","idio2cov","fs2","fs2covidn","covid11n","it1","jc13","jc13covid","jc15a","jccov1","jccov2","vic1ext","aoj11","countfair1","countfair2","countfair3","countfair4","wvsi2","wvsi3","chm1bn","chm2bn","cses6n","b0t","b2","b3","b4","b6","b32","b13","b37","b47a","dst1bn","pr3dnr","pr3enr","drk1c","drk1n","drr1","drr1a","drr1b","m1","ing4","anestg","pn4","exc6","exc2","exc7new","genor4","aojg2n","aojg3n1","mil10a","mil10e","ccch1","ccch3","ccch4","ccch6","ccus1","ccus3","ccus4","ccus6","soc2an1e","soc2an2e","cp4","ciusa1","ciusaid1","ciusa2","renov1","immig1xa","immig1xd","edr","ocup4a","q10newt","q14","q11n","q12c","q12bn","covidedu1_1","covidedu1_2","covidedu1_3","covidedu1_4","covidedu1_5","covidedu2","etid","gi0n","r3","r4","r6","r7","r15","r18n","r18","r16","r27","psc1n","psc1c1","psc1c2_1","psc1c2_2","psc1c2_3","psc1c2_4","psc1c2_5","psc1c2_6","psc1c2_7","psc1c2_8","psc1c2_9","psc1c2_10","psc1c2_11","psc1c2_12","psc1c2_13","psc1c2_14","psc1c2_15","psc1c2_16","psc1c2_17","psc1c2_18","psc1c2_19","psc1c2_77","psc1c3","psc1t1_1","psc1t1_2","psc1t1_3","psc1t1_4","psc1t1_5","psc1t1_6","psc1t1_77","psc1c4","psc1t2_1","psc1t2_2","psc1t2_3","psc1t2_4","psc1t2_5","psc1t2_6","psc1t2_7","psc1t2_8","psc1t2_9","psc1t2_10","psc1t2_11","psc1t2_12","psc1t2_13","psc1t2_14","psc1t2_15","psc1t2_16","psc1t2_17","psc1t2_18","psc1t2_19","psc1t2_77","psc1t3","psc1t4","psc2n","psc2r1","psc2r2_1","psc2r2_2","psc2r2_3","psc2r2_4","psc2r2_5","psc2r2_6","psc2r2_7","psc2r2_8","psc2r2_9","psc2r2_10","psc2r2_11","psc2r2_12","psc2r2_13","psc2r2_14","psc2r2_15","psc2r2_16","psc2r2_17","psc2r2_18","psc2r2_19","psc2r2_99","psc2r2_77","psc2c1","psc2c2_1","psc2c2_2","psc2c2_3","psc2c2_4","psc2c2_5","psc2c2_6","psc2c2_7","psc2c2_8","psc2c2_9","psc2c2_10","psc2c2_11","psc2c2_12","psc2c2_13","psc2c2_14","psc2c2_15","psc2c2_16","psc2c2_17","psc2c2_18","psc2c2_19","psc2c2_77","psc2f1","psc2f2_1","psc2f2_2","psc2f2_3","psc2f2_4","psc2f2_5","psc2f2_6","psc2f2_7","psc2f2_8","psc2f2_9","psc2f2_10","psc2f2_11","psc2f2_12","psc2f2_13","psc2f2_14","psc2f2_15","psc2f2_16","psc2f2_17","psc2f2_18","psc2f2_19","psc2f2_77","psc2f3","psc2f4_1","psc2f4_2","psc2f4_3","psc2f4_77","psc7n","psc8n","psc9n","psc14","psc12n","psc11n","psc11an","psc15","psc16","psc13n_1","psc13n_2","psc13n_3","psc13n_4","psc13n_5","psc13n_7","psc13n_11","psc13n_12","psc13n_13","psc13n_77","conocim","idiomaq","formatq","sexi","srvyrid","fecha"
212482,21090212482,9,2021,2021,9,901,900002021,90002921,900010,2,1,25,1.02058506011963,0.509443461894989,"Core B",NA,1,4,3,2,1,1,2,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,1,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,3,91,NA,1,4,0,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,977777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,1,3,1,2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,3,1,6,2,6,2021-06-04
347629,21090347629,9,2021,2021,9,901,900002021,90251221,900013,1,2,35,0.660057187080383,0.329479455947876,"Core B",900131,1,1,3,1,0,NA,2,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,0,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2,1,93,NA,3,5,2,0,0,1,0,0,1,2,1,1,0,1,1,0,1,1,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,977777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2,1,6,2,6,2021-06-17
297142,21090297142,9,2021,2021,9,901,900002021,90716821,900007,1,2,26,0.710206747055054,0.354512512683868,"Core A",900060,5,1,3,2,0,NA,2,3,NA,2,1,1,NA,NA,NA,3,1,NA,NA,1,NA,1,NA,2,4,4,1,1,4,4,NA,NA,1,4,2,2,4,4,1,2015,3,2,4,3,3,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,1,NA,NA,2,2,2,4,3,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-07-08
38968,21090038968,9,2021,2021,9,901,900002021,90804321,900007,1,2,21,0.710206747055054,0.354512512683868,"Core B",900060,71,1,2,NA,0,NA,1,3,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,0,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2,7,94,NA,1,3,0,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,1,1,1,1,1,11,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,2,3,1,4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,1,6,2,6,2021-07-15
124248,21090124248,9,2021,2021,9,901,900002021,90121021,900014,1,1,41,1.23473465442657,0.616340100765228,"Core A",900151,1,1,3,2,0,NA,1,3,2,NA,2,NA,2,NA,NA,3,1,NA,NA,2,NA,NA,2,1,3,7,5,4,6,7,NA,NA,1,1,1,1,2,3,1,2016,1,4,3,3,3,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,2,2,2,9,4,5,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-06-12
226817,21090226817,9,2021,2021,9,901,900002021,90822821,900014,1,2,33,0.683448672294617,0.341155737638474,"Core A",900151,NA,1,3,2,0,NA,2,2,NA,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,3,7,7,1,1,7,1,NA,NA,1,4,2,4,2,2,2,NA,NA,3,1,3,3,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,4,3,5,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,2,6,2021-07-17
32458,21090032458,9,2021,2021,9,902,900002021,90302421,900006,3,2,25,0.899401187896729,0.448952347040176,"Core A",900047,3,1,3,1,0,NA,2,2,NA,1,2,2,NA,NA,NA,NA,NA,2,2,1,NA,1,NA,2,5,6,6,6,6,5,NA,NA,5,1,2,1,4,2,2,NA,NA,2,5,1,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,NA,NA,NA,NA,NA,2,2,2,5,2,5,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,2,6,2021-06-21
73705,21090073705,9,2021,2021,9,903,900002021,90012121,900016,1,2,17,0.721933245658875,0.360366016626358,"Core B",900175,3,1,3,1,0,NA,2,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,93,NA,1,15,6,0,0,1,0,0,2,2,5,1,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,977777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,1,3,1,2,NA,NA,3,0,0,1,0,0,0,0,0,0,0,4,1,6,2,6,2021-06-05
192925,21090192925,9,2021,2021,9,903,900002021,90014621,900017,1,2,56,0.709012150764465,0.353916227817535,"Core A",900177,13,1,3,2,1,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,3,4,5,4,3,1,3,NA,NA,4,1,2,1,4,4,1,2016,1,2,5,1,2,0,NA,NA,NA,NA,NA,3,3,1,3,3,3,NA,NA,NA,NA,NA,NA,2,1,1,4,1,NA,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,2,6,2021-06-05
251803,21090251803,9,2021,2021,9,901,900002021,90790021,900010,4,2,22,0.401986688375473,0.200658917427063,"Core A",900087,NA,1,1,NA,0,NA,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,NA,3,5,7,4,3,3,5,NA,NA,4,4,4,3,3,3,2,NA,NA,1,2,2,3,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,2,3,NA,NA,2,1,2,3,2,NA,4,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,2,6,2021-07-14
66826,21090066826,9,2021,2021,9,901,900002021,90747321,900007,1,2,36,0.373601347208023,0.186489850282669,"Core B",900053,13,1,3,1,0,NA,1,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,0,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,95,NA,1,4,1,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,1,3,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2,1,6,2,6,2021-07-10
348359,21090348359,9,2021,2021,9,901,900002021,90577621,900010,1,2,32,0.660057187080383,0.329479455947876,"Core A",900087,1,1,3,1,0,NA,2,1,NA,1,1,NA,1,NA,NA,2,1,NA,NA,1,NA,1,NA,3,5,5,3,4,6,4,NA,NA,2,1,2,1,4,4,2,NA,NA,3,4,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,2,2,2,NA,3,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,2,6,2021-07-01
199868,21090199868,9,2021,2021,9,901,900002021,90628421,900013,3,1,26,0.577664971351624,0.288351893424988,"Core A",900136,71,1,NA,NA,0,NA,2,2,1,NA,1,NA,1,NA,NA,2,1,NA,NA,2,NA,1,NA,1,3,4,2,6,5,2,NA,NA,4,1,1,1,1,1,2,NA,NA,1,5,1,3,0,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-07-04
261247,21090261247,9,2021,2021,9,901,900002021,90503421,900010,1,2,40,0.660057187080383,0.329479455947876,"Core B",900087,NA,1,3,1,1,1,2,2,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,0,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,94,NA,5,7,2,0,0,1,0,0,1,2,2,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,977777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,24,1,3,1,2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,3,1,6,2,6,2021-06-29
330579,21090330579,9,2021,2021,9,901,900002021,90828921,900008,NA,2,18,0.710206747055054,0.354512512683868,"Core A",900071,71,1,3,1,0,NA,1,1,NA,1,2,2,NA,NA,NA,3,2,NA,NA,2,NA,NA,2,2,4,5,5,2,7,1,NA,NA,6,1,1,3,1,2,2,NA,NA,2,7,3,2,0,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,1,1,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-07-18
286979,21090286979,9,2021,2021,9,902,900002021,90756121,900012,2,1,49,2.13223433494568,1.06434321403503,"Core A",900109,21,2,3,2,0,NA,1,2,2,NA,1,2,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,5,3,5,1,3,3,2,NA,NA,2,2,4,1,4,4,2,NA,NA,4,4,3,1,0,NA,NA,NA,NA,NA,1,3,1,3,1,2,NA,NA,NA,NA,NA,NA,2,2,2,8,1,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,6,2021-07-12
93116,21090093116,9,2021,2021,9,901,900002021,90728821,900014,2,1,48,1.74337422847748,0.870236694812775,"Core B",900145,1,1,3,NA,1,2,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,1,1,93,NA,2,7,2,0,0,0,1,0,1,2,2,1,0,1,0,0,0,0,0,0,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,24,1,5,1,1,NA,2,NA,1,0,0,0,0,0,0,0,0,0,2,1,6,2,6,2021-07-09
